,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,has_company,has_agent,had_previous_cancellation,has_special_requests,has_booking_changes,needs_parking,log_lead_time,total_nights,country_freq,hotel_Resort Hotel,meal_FB,meal_HB,meal_SC,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,market_segment_Other,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,distribution_channel_Undefined,customer_type_Other,customer_type_Transient,customer_type_Transient-Party,season_Ete,season_Hiver,season_Printemps
119344,-0.6839279177836133,2017,0.5789647278957152,31,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,1.0579734460487913,0,1,0,1,0,1,0,0,-0.2345410021713492,-0.1664004731636635,0.0023384331449304236,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
16796,0.693812543158811,2015,0.725944209335058,12,1,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.9804461735221432,0,0,0,1,0,0,0,0,0.837421839009981,-0.954444488871778,0.00853580529136038,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
91979,0.22519333875662595,2016,-0.00895319786165646,26,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.8407254923213789,0,0,0,1,0,0,0,0,0.6334625360618589,-0.1664004731636635,0.10131812128393612,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
98180,1.0312183703283844,2016,0.8729236907744009,23,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.4414961155707403,0,1,0,1,0,1,0,0,0.9515214434118319,-0.1664004731636635,0.061449409099965394,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
13791,-0.5527145405510014,2017,0.5789647278957152,31,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,1.732025878295169,0,0,0,1,0,0,0,0,-0.008582633162398557,-0.954444488871778,0.40728584461478773,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
52393,0.5532267818381555,2016,-0.22942242002067081,5,2,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.040150327734589174,0,0,0,1,0,0,0,0,0.782929040589503,0.22762153469039376,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
111673,-0.33714970652599624,2017,-0.596871123619028,12,2,2,0,0,0,0,0,4.0,0,-0.13252631888727007,2.0030645921585437,0,2,0,1,0,1,0,0,0.24387492427700463,-0.5604224810177207,0.019787548629971792,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
70166,-0.5995764609912199,2017,-0.22942242002067081,11,2,2,0,0,0,0,0,3.0,0,-0.13252631888727007,1.0023062640476215,0,1,0,1,0,1,0,0,-0.08022904946983313,0.22762153469039376,0.40728584461478773,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
102343,-0.9650994404249243,2016,1.534331357251444,26,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.14439598691281025,0,0,0,1,0,0,0,0,-1.9608571822900212,-0.954444488871778,0.40728584461478773,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
64801,-0.07472295206077255,2017,-1.1847890493763997,16,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.4738122699159888,0,2,0,1,0,1,0,0,0.45594785439047325,-0.1664004731636635,0.07105481161456749,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
39372,-0.974471824512968,2017,0.43198524645637226,15,1,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.6103425855375101,0,0,0,1,0,0,0,0,-2.3924362273196893,-0.954444488871778,0.08782232102597444,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
103880,-0.8338860631923125,2016,1.9017800608498012,27,5,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.6656242828039156,0,0,0,1,0,0,0,0,-0.6661200472010173,1.0156655503985081,0.018392877740842885,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
97967,-0.974471824512968,2016,0.8729236907744009,22,1,2,0,0,0,0,0,6.0,0,-0.13252631888727007,1.732025878295169,0,0,0,0,0,0,0,0,-2.3924362273196893,-0.954444488871778,0.40728584461478773,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
30226,-0.9650994404249243,2016,1.4608416165317726,16,1,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.999210392174223,1,0,0,1,0,0,0,1,-1.9608571822900212,-0.954444488871778,0.40728584461478773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
20083,-0.974471824512968,2016,-1.7727069751337712,15,1,2,0,0,0,0,0,3.0,0,-0.13252631888727007,-1.103456051352444,0,0,0,0,0,0,0,0,-2.3924362273196893,-0.954444488871778,0.10131812128393612,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
100755,-0.8994927518086184,2016,1.2403723943727583,29,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.7035382048428397,0,2,0,1,0,1,0,0,-1.024363022381547,-0.1664004731636635,0.40728584461478773,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
40372,0.26268287510880073,2015,0.21151602429735789,23,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.24864164609103132,0,0,0,1,0,0,0,0,0.6524758286085044,-0.954444488871778,0.40728584461478773,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
81019,-0.16844679294120957,2016,-1.6992172344140999,22,1,2,0,0,0,1,0,0.0,0,1.8570643559010374,-0.3528873052692524,0,0,0,1,1,0,0,0,0.38820317379881564,-0.954444488871778,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
45228,-0.5058526201107829,2015,1.1668826536530867,24,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.9189097367050447,0,0,0,0,0,0,0,0,0.05566368477045675,-0.954444488871778,0.40728584461478773,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
116108,2.9056951879371247,2017,0.064536542858015,13,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.42687022538384134,0,1,0,1,0,1,0,0,1.3609927123065382,-0.5604224810177207,0.061449409099965394,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
109548,-0.1778191770292533,2017,-0.8908300864977139,10,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.6151693837616565,0,1,0,1,0,1,0,0,0.38100497862245564,-0.1664004731636635,0.10131812128393612,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
46837,-0.5902040769031762,2016,-1.6992172344140999,20,4,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.8324173374890693,0,0,0,1,0,0,0,0,-0.06522502349999126,0.22762153469039376,0.027998280255444985,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
106452,0.2814276432848882,2017,-1.405258271535414,25,1,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.5613786236256946,0,0,0,1,0,0,0,0,0.6617690899065682,-0.954444488871778,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
103561,-0.7401622223118755,2016,1.9017800608498012,27,1,1,0,0,0,0,0,0.0,1,-0.13252631888727007,-0.7698699419821367,0,0,0,1,0,0,1,0,-0.3638249425448348,-0.954444488871778,0.018392877740842885,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
56290,0.1408418819642326,2016,0.6524544686153866,2,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.6145124119046392,0,0,0,1,0,0,0,0,0.5884330200574299,0.621643542544451,0.07105481161456749,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
58904,4.695820548753472,2016,1.1668826536530867,17,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.8741156011603578,0,0,0,1,0,0,0,0,1.596723973510639,-0.1664004731636635,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
112999,-0.1778191770292533,2017,-0.37640190146001373,28,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.26740586474311123,0,1,0,1,0,1,0,0,0.38100497862245564,0.22762153469039376,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
85553,-0.8338860631923125,2016,-1.1112993086567282,16,2,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.10269772324152182,0,0,0,0,0,0,0,0,-0.6661200472010173,-0.5604224810177207,0.061449409099965394,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
14189,-0.40275639514230216,2015,1.019903172213744,6,5,2,0,0,0,0,1,4.0,2,-0.13252631888727007,-0.8219927715712472,1,1,0,0,0,1,1,1,0.17727013023625113,1.0156655503985081,0.0040581776999465205,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
87583,-0.974471824512968,2016,-0.743850605058371,19,3,2,0,0,0,0,0,3.0,0,-0.13252631888727007,-0.6649988088488462,0,0,0,1,0,0,0,0,-2.3924362273196893,-0.1664004731636635,0.010758889716137286,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
55709,0.4313857886935874,2016,0.5054749871760437,19,2,2,2,0,0,0,0,5.0,0,-0.13252631888727007,2.7035954218361895,0,0,0,1,0,0,0,0,0.7315075776164512,-0.1664004731636635,0.007717878002999066,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
110866,1.4248585020262197,2017,-0.6703608643386995,2,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.16834099062185298,0,1,0,1,0,1,0,0,1.0626235704874711,-0.954444488871778,0.01751203296876147,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
19643,-0.7495346063999191,2015,1.8282903201301297,26,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.9923301786684605,0,1,0,1,0,1,0,0,-0.388245207681601,-0.1664004731636635,0.07105481161456749,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
57568,-0.5339697723749139,2016,0.9464134314940724,27,4,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.5980415977544805,0,1,0,1,0,1,0,0,0.01791655526805398,0.22762153469039376,0.008493860302213647,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
21759,-0.8807479836325309,2016,-0.596871123619028,3,2,1,0,0,1,0,1,0.0,0,-0.13252631888727007,-1.2493999742019537,0,1,1,0,0,1,0,0,-0.8994180330027658,-0.5604224810177207,0.40728584461478773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
50983,-0.4683630837586081,2016,-0.5233813828993567,12,3,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.6395313701074121,0,0,0,1,0,0,0,0,0.10267747681627849,0.621643542544451,0.005295554879775175,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
35120,-0.3184049383499088,2017,-0.8908300864977139,9,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.8048964834660189,1,1,0,1,0,1,0,1,0.26166576169009303,0.621643542544451,0.08782232102597444,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
4324,0.5438543977501118,2016,-1.258278790096071,4,15,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.41543470077618505,0,0,0,1,0,0,0,0,0.779120851665994,6.925995668209366,0.40728584461478773,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
108629,-0.5808316928151325,2017,-1.0378095679370567,26,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.8870420628984571,0,0,0,1,0,0,0,0,-0.05057406640721213,0.22762153469039376,0.03138533812904376,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
86079,-0.8432584472803561,2016,-1.0378095679370567,24,3,3,0,0,0,0,0,3.0,0,-0.13252631888727007,1.8919387194745598,1,2,0,1,0,1,0,1,-0.706304115031574,-0.1664004731636635,0.08782232102597444,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
78962,-0.974471824512968,2016,-0.6703608643386995,25,0,1,0,0,1,0,15,0.0,0,-0.13252631888727007,-0.7698699419821367,0,1,1,0,0,1,0,0,-2.3924362273196893,-0.954444488871778,0.40728584461478773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
75483,2.2215111495099347,2015,0.8729236907744009,23,2,2,0,0,0,1,0,0.0,0,-0.13252631888727007,-0.8324173374890693,0,0,0,1,1,0,0,0,1.2405325222553554,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
85248,-0.11221248841294736,2016,-1.258278790096071,5,5,2,0,0,0,0,0,3.0,0,-0.13252631888727007,-1.0409086558455114,0,0,0,1,0,0,0,0,0.42972768767565434,1.4096875582525654,0.061449409099965394,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
28839,-0.6651831496075258,2016,1.0933929129334152,10,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.9158138648316462,0,1,0,1,0,1,0,0,-0.19679387266894618,-0.5604224810177207,0.010758889716137286,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
99038,0.019000888819664476,2016,1.019903172213744,6,2,3,0,0,0,0,0,3.0,0,-0.13252631888727007,1.0231553958832658,0,3,0,0,0,1,0,0,0.5170396567703514,-0.5604224810177207,0.061449409099965394,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
76875,1.2655279725294768,2015,1.0933929129334152,17,1,2,0,0,0,1,0,0.0,0,-0.13252631888727007,-0.8741156011603578,0,0,0,1,1,0,0,0,1.0200120650870979,-0.954444488871778,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
91816,0.8156535363033792,2016,-0.08244293858132791,23,3,1,0,0,0,0,0,0.0,2,-0.13252631888727007,-0.14439598691281025,0,0,0,1,0,0,1,0,0.8810746453273898,-0.1664004731636635,0.0008598722775080482,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
57555,1.5935614156110065,2016,0.9464134314940724,27,2,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.27675647616720295,0,1,0,1,0,1,0,0,1.1047729866353226,-0.5604224810177207,0.01751203296876147,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
52923,-0.3090325542618651,2016,-0.15593267930099936,14,3,1,0,0,0,0,0,0.0,0,-0.13252631888727007,0.3768323089782951,0,0,0,1,0,0,0,0,0.2703741127074569,-0.1664004731636635,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
13242,0.9843564498881658,2017,0.3584955057367008,6,2,2,0,0,0,0,0,3.0,0,-0.13252631888727007,1.7945732738021016,0,0,0,1,0,0,0,0,0.9368704863190527,0.22762153469039376,0.004142067678239989,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
43468,-0.280915401997734,2015,0.7994339500547295,18,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.14749185878620877,0,2,0,1,0,1,0,0,0.29579139478747,-0.5604224810177207,0.40728584461478773,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
47932,-0.6370659973433948,2016,-1.1847890493763997,10,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.41751961395974935,0,0,0,1,0,0,0,0,-0.14414531865495725,-0.954444488871778,0.00853580529136038,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
25097,0.0752351933479267,2016,-0.22942242002067081,8,5,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.04616507806497789,0,1,0,1,0,1,0,0,0.5510100962108896,1.4096875582525654,0.061449409099965394,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
406,0.0846075774359704,2015,0.13802628357768645,14,11,3,0,0,0,0,0,7.0,1,-0.13252631888727007,1.7841487078842795,1,3,0,0,0,1,1,1,0.5564959197862848,4.561863621085023,0.40728584461478773,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
118805,0.8343983044794666,2017,0.5054749871760437,23,3,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.5019270999921605,0,1,0,1,0,1,0,0,0.8875268994201413,-0.1664004731636635,0.061449409099965394,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
9044,-0.3652668587901273,2016,1.2403723943727583,24,5,2,1,0,0,0,0,3.0,0,-0.13252631888727007,-0.5363596654229215,0,0,0,1,0,0,0,0,0.216197614495973,1.4096875582525654,0.027998280255444985,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
47763,-0.8245136791042688,2016,-1.258278790096071,3,3,3,0,0,0,0,0,3.0,0,-0.13252631888727007,0.5922038408405002,0,0,0,1,0,0,0,0,-0.6283729176986143,-0.1664004731636635,0.03138533812904376,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
78316,-0.6745555336955695,2016,0.064536542858015,4,1,1,0,0,1,1,11,0.0,0,-0.13252631888727007,-0.7281716783108483,1,0,1,0,1,0,0,1,-0.2153814305336948,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
31834,-0.9650994404249243,2017,-1.9196864565731142,7,1,2,1,0,0,0,0,6.0,0,-0.13252631888727007,0.7104184183486025,0,0,0,1,0,0,0,0,-1.9608571822900212,-0.954444488871778,0.07105481161456749,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
118202,-0.43087354740643324,2017,0.43198524645637226,15,1,2,1,0,0,0,0,0.0,0,-0.13252631888727007,1.627780219116948,0,1,0,1,0,1,0,0,0.1463892421743085,-0.954444488871778,0.40728584461478773,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
54583,0.4220134046055437,2016,0.21151602429735789,20,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.08285955009571182,0,0,0,1,0,0,0,0,0.7273704398171381,-0.1664004731636635,0.0035653240774723947,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
15491,-0.6464383814314384,2015,0.13802628357768645,16,4,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.15374659833690196,0,2,0,1,0,1,0,0,-0.16120493232221114,1.0156655503985081,0.004142067678239989,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
57375,-0.6370659973433948,2016,0.8729236907744009,24,3,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.7758846923125251,0,0,0,1,0,0,0,0,-0.14414531865495725,0.621643542544451,0.08782232102597444,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
43689,-0.19656394520534068,2015,0.8729236907744009,23,2,1,0,0,0,0,0,0.0,1,-0.13252631888727007,-0.8741156011603578,0,0,0,1,0,0,1,0,0.3663540215296765,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
78200,1.1155698271207777,2015,1.019903172213744,4,0,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.26427849496776445,0,2,0,1,0,1,0,0,0.9770545541496094,-0.5604224810177207,0.061449409099965394,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
79162,-0.9463546722488368,2016,-0.00895319786165646,2,1,2,1,0,1,0,3,1.0,0,-0.13252631888727007,-2.1250635112990106,0,1,1,0,0,1,0,0,-1.5292781372603534,-0.954444488871778,0.40728584461478773,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
93066,0.019000888819664476,2016,0.13802628357768645,13,3,2,1,0,0,0,0,0.0,0,-0.13252631888727007,-0.20923678692166373,0,1,0,1,0,1,0,0,0.5170396567703514,-0.1664004731636635,0.0005033398697608087,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
15526,-0.627693613255351,2015,0.21151602429735789,19,3,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.9387164119489064,0,2,0,1,0,1,0,0,-0.12754068268278648,0.621643542544451,0.40728584461478773,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
112490,-0.787024142752094,2017,-0.44989164217968514,24,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.3768323089782951,0,0,0,1,0,0,0,0,-0.4968040685296593,-0.954444488871778,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
87258,-0.3840116269662147,2016,-0.8173403457780424,13,4,2,2,0,0,0,0,5.0,0,-0.13252631888727007,1.366123614579613,0,1,0,1,0,1,0,0,0.19703804285831855,0.22762153469039376,0.08782232102597444,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
35963,-0.8620032154564435,2017,-0.6703608643386995,4,2,2,1,1,0,0,0,4.0,2,-0.13252631888727007,0.7938149456911794,0,1,0,1,0,1,1,0,-0.7954039875745028,-0.5604224810177207,0.07105481161456749,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
33457,0.693812543158811,2017,-1.5522377529747569,10,10,2,0,0,0,0,0,4.0,0,-0.13252631888727007,-1.186852578695021,0,0,0,1,0,0,0,0,0.837421839009981,4.167841613230967,0.061449409099965394,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
52770,-0.32777732243795255,2016,-0.15593267930099936,12,4,1,0,0,0,0,0,0.0,0,-0.13252631888727007,0.3768323089782951,0,0,0,1,0,0,0,0,0.252833883849982,1.0156655503985081,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
4813,1.106197443032734,2016,-0.9643198272173853,2,5,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.2454386391531813,0,2,0,1,0,1,0,0,0.9742687018599486,1.4096875582525654,0.10131812128393612,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
64952,-0.2527982497336029,2017,-1.1112993086567282,21,3,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.08911428964640501,0,0,0,1,0,0,0,0,0.32021165992423617,-0.1664004731636635,0.03138533812904376,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
12624,0.5438543977501118,2017,-0.00895319786165646,8,6,3,0,0,0,0,0,0.0,0,-0.13252631888727007,2.128159383172409,0,0,0,1,0,0,0,0,0.779120851665994,2.19773157396068,0.40728584461478773,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
38673,-0.5152250041988266,2017,0.21151602429735789,23,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,2.0447628558298323,0,0,0,1,0,0,0,0,0.043333837348067096,-0.1664004731636635,0.018392877740842885,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
41658,-0.974471824512968,2015,0.5054749871760437,21,1,2,2,0,0,0,0,5.0,0,-0.13252631888727007,1.5026854281030826,0,1,0,1,0,1,0,0,-2.3924362273196893,-0.954444488871778,0.08782232102597444,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
72065,0.1033523456120578,2017,0.13802628357768645,19,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.3768323089782951,0,0,0,1,0,0,0,0,0.5673246613890804,-0.1664004731636635,0.0035653240774723947,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
36578,-0.7307898382238317,2017,-0.44989164217968514,25,1,2,1,0,0,0,0,6.0,0,-0.13252631888727007,1.2107975824040638,0,1,0,1,0,1,0,0,-0.340326419912476,-0.954444488871778,0.40728584461478773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
87194,-0.9182375199847058,2016,-0.8173403457780424,15,1,3,0,0,0,0,0,3.0,0,-0.13252631888727007,1.3567415052535732,0,1,0,1,0,1,0,0,-1.1808406709987305,-0.954444488871778,0.03138533812904376,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
113135,2.858833267496906,2017,-0.37640190146001373,31,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.22400817262302306,0,1,0,1,0,1,0,0,1.3534455053788792,-0.1664004731636635,0.0037226177867726476,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
103419,-0.4683630837586081,2016,1.8282903201301297,20,3,3,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.0797636782223133,0,1,0,1,0,1,0,0,0.10267747681627849,-0.1664004731636635,0.08782232102597444,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
96271,0.8437706885675104,2016,0.5789647278957152,24,5,2,1,0,0,0,0,0.0,0,-0.13252631888727007,0.19148352695941803,0,2,0,1,0,1,0,0,0.8907281247136124,1.4096875582525654,0.0008598722775080482,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
11419,0.4501305568696748,2017,-0.6703608643386995,6,6,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.272586649800074,0,1,0,1,0,1,0,0,0.7397002872395277,1.803709566106623,0.40728584461478773,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
74444,1.8747329382523175,2015,0.5054749871760437,17,1,2,0,0,0,1,0,0.0,0,-0.13252631888727007,-0.8324173374890693,0,0,0,1,1,0,0,0,1.1692412389665412,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
59086,1.4904651906425257,2016,1.1668826536530867,21,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.16834099062185298,0,0,0,1,0,0,0,0,1.079355704555309,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
35080,-0.7682793745760066,2017,-0.8908300864977139,10,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.24485730445866727,0,1,0,1,0,1,0,0,-0.4401616781920666,-0.1664004731636635,0.07105481161456749,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
6097,1.4342308861142634,2016,-0.37640190146001373,25,2,2,2,0,0,0,0,6.0,0,-0.13252631888727007,-0.004706803613993947,0,0,0,1,0,0,0,0,1.0650415810915268,-0.5604224810177207,0.061449409099965394,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
110737,0.13146949787618892,2017,-0.743850605058371,29,1,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.5957481932525593,0,0,0,1,0,0,0,0,0.5832226386223447,-0.5604224810177207,0.027998280255444985,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
65868,-0.6933003018716569,2017,-0.8908300864977139,9,0,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.9814571322119774,0,0,0,1,0,0,0,0,-0.25430891479341694,-0.5604224810177207,0.010633054748697083,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
88300,-0.9369822881607932,2016,-0.596871123619028,2,1,2,0,0,0,0,0,0.0,1,-0.13252631888727007,-0.24864164609103132,0,0,0,1,0,0,1,0,-1.3903407175006453,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
